,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,export_poi_name,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags
4564,4121,21,Bp. 01. ker. Batthyány téri Vásárcsarnok,22,1011,Budapest,Batthyány tér,5,,POINT (47.506234 19.03583),"1011 Budapest, Batthyány tér 5.",,"HU53 számú automatánk az emeleti kávézó mellett, a Pepco kirakatánál bal oldalt található.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00:00,07:00:00,07:00:00,07:00:00,07:00:00,08:00:00,,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,15:00:00,,,,,,,,,,,,,,,,,,False,Mo 08:00-20:00; Tu-Fr 07:00-20:00; Sa 08:00-15:00; PH off,2022-09-18 20:36:06.096119+00:00,,,47.506234,19.03583,21,Foxpost,vending_machine_parcel_locker_and_mail_in,"{'operator': 'FoxPost Zrt.', 'contact:facebook': 'https://www.facebook.com/foxpostzrt', 'contact:youtube': 'https://www.youtube.com/channel/UC3zt91sNKPimgA32Nmcu97w', 'ref:vatin': 'HU25034644', 'payment:mastercard': 'yes', 'payment:cash': 'no', 'contact:email': 'info@foxpost.hu', 'phone': '+36 1 999 03 69', 'operator:addr': '3200 Gyöngyös, Batsányi János utca 9.', 'payment:contactless': 'yes', 'brand': 'Foxpost', 'parcel_mail_in': 'yes', 'ref:vatin:hu': '25034644-2-10', 'ref:HU:company': '10 10 020309', 'amenity': 'parcel_locker', 'payment:visa': 'yes'}",https://www.foxpost.hu,hufoxpocso,foxpost,(alzabox|alza|dpd|gls|pick pack|postapont),False,False,True,600.0,200.0,20.0,,,,,2022-09-18 21:10:21.143318,
4565,3556,21,Bp. 01. ker. CBA Príma Déli ABC,24,1013,Budapest,Krisztina körút,37,,POINT (47.498941 19.02604),"1013 Budapest I, 01 Krisztina krt. 37.",,"HU106 számú automatánk a Krisztina körútról nyíló bejáratnál található, a jobb oldalon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,,,,,,,,,,,,,,,,,False,Mo-Su 06:00-21:00; PH off,2022-09-18 20:36:06.096119+00:00,,,47.498941,19.02604,21,Foxpost,vending_machine_parcel_locker_and_mail_in,"{'operator': 'FoxPost Zrt.', 'contact:facebook': 'https://www.facebook.com/foxpostzrt', 'contact:youtube': 'https://www.youtube.com/channel/UC3zt91sNKPimgA32Nmcu97w', 'ref:vatin': 'HU25034644', 'payment:mastercard': 'yes', 'payment:cash': 'no', 'contact:email': 'info@foxpost.hu', 'phone': '+36 1 999 03 69', 'operator:addr': '3200 Gyöngyös, Batsányi János utca 9.', 'payment:contactless': 'yes', 'brand': 'Foxpost', 'parcel_mail_in': 'yes', 'ref:vatin:hu': '25034644-2-10', 'ref:HU:company': '10 10 020309', 'amenity': 'parcel_locker', 'payment:visa': 'yes'}",https://www.foxpost.hu,hufoxpocso,foxpost,(alzabox|alza|dpd|gls|pick pack|postapont),False,False,True,600.0,200.0,20.0,,,,,2022-09-18 21:10:21.143318,
4566,3771,21,Bp. 02. ker. MOL Hűvösvölgyi út,28,1021,Budapest,Hűvösvölgyi út,136,,POINT (47.536991 18.968048),"1021 Budapest, Hűvösvölgyi út 136.",,"HU605 számú kültéri automatánk a benzinkút bejáratánál, a porszívóknál található.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,False,24/7; PH off,2022-09-18 20:36:06.096119+00:00,,,47.536991,18.968048,21,Foxpost,vending_machine_parcel_locker_and_mail_in,"{'operator': 'FoxPost Zrt.', 'contact:facebook': 'https://www.facebook.com/foxpostzrt', 'contact:youtube': 'https://www.youtube.com/channel/UC3zt91sNKPimgA32Nmcu97w', 'ref:vatin': 'HU25034644', 'payment:mastercard': 'yes', 'payment:cash': 'no', 'contact:email': 'info@foxpost.hu', 'phone': '+36 1 999 03 69', 'operator:addr': '3200 Gyöngyös, Batsányi János utca 9.', 'payment:contactless': 'yes', 'brand': 'Foxpost', 'parcel_mail_in': 'yes', 'ref:vatin:hu': '25034644-2-10', 'ref:HU:company': '10 10 020309', 'amenity': 'parcel_locker', 'payment:visa': 'yes'}",https://www.foxpost.hu,hufoxpocso,foxpost,(alzabox|alza|dpd|gls|pick pack|postapont),False,False,True,600.0,200.0,20.0,,,,,2022-09-18 21:10:21.143318,
4567,3904,21,Bp. 02. ker. Diéta Life Market,28,1021,Budapest,Hűvösvölgyi út,32,,POINT (47.522356 18.989039),"1021 Budapest, Hűvösvölgyi út 32.",,HU757 számú kültéri automatánk az áruház parkolójában található.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,False,24/7; PH off,2022-09-18 20:36:06.096119+00:00,,,47.522356,18.989039,21,Foxpost,vending_machine_parcel_locker_and_mail_in,"{'operator': 'FoxPost Zrt.', 'contact:facebook': 'https://www.facebook.com/foxpostzrt', 'contact:youtube': 'https://www.youtube.com/channel/UC3zt91sNKPimgA32Nmcu97w', 'ref:vatin': 'HU25034644', 'payment:mastercard': 'yes', 'payment:cash': 'no', 'contact:email': 'info@foxpost.hu', 'phone': '+36 1 999 03 69', 'operator:addr': '3200 Gyöngyös, Batsányi János utca 9.', 'payment:contactless': 'yes', 'brand': 'Foxpost', 'parcel_mail_in': 'yes', 'ref:vatin:hu': '25034644-2-10', 'ref:HU:company': '10 10 020309', 'amenity': 'parcel_locker', 'payment:visa': 'yes'}",https://www.foxpost.hu,hufoxpocso,foxpost,(alzabox|alza|dpd|gls|pick pack|postapont),False,False,True,600.0,200.0,20.0,,,,,2022-09-18 21:10:21.143318,
4568,3772,21,Bp. 02. ker. Mammut 1. CBA Príma,31,1024,Budapest,Lövőház utca,12,,POINT (47.508788 19.02585),"1024 Budapest, Lövőház utca 12.",,"HU164 számú automatánk a Mammut I Fény utcai piac alatt lévő, Príma üzlet új bejáratánál található.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,08:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-20:00; Su 08:00-20:00; PH off,2022-09-18 20:36:06.096119+00:00,,,47.508788,19.02585,21,Foxpost,vending_machine_parcel_locker_and_mail_in,"{'operator': 'FoxPost Zrt.', 'contact:facebook': 'https://www.facebook.com/foxpostzrt', 'contact:youtube': 'https://www.youtube.com/channel/UC3zt91sNKPimgA32Nmcu97w', 'ref:vatin': 'HU25034644', 'payment:mastercard': 'yes', 'payment:cash': 'no', 'contact:email': 'info@foxpost.hu', 'phone': '+36 1 999 03 69', 'operator:addr': '3200 Gyöngyös, Batsányi János utca 9.', 'payment:contactless': 'yes', 'brand': 'Foxpost', 'parcel_mail_in': 'yes', 'ref:vatin:hu': '25034644-2-10', 'ref:HU:company': '10 10 020309', 'amenity': 'parcel_locker', 'payment:visa': 'yes'}",https://www.foxpost.hu,hufoxpocso,foxpost,(alzabox|alza|dpd|gls|pick pack|postapont),False,False,True,600.0,200.0,20.0,,,,,2022-09-18 21:10:21.143318,
4569,3629,21,Bp. 02. ker. Mammut 1. Spar,31,1024,Budapest,Lövőház utca,2-6,,POINT (47.508876 19.02584),"1024 Budapest, Lövőház utca 2-6.",,"HU175 számú beltéri automatánk a Spar parkolóházi kijárata után jobbra, a bevásárlókocsi tároló után található.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,20:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:30-22:00; Su 07:00-20:00; PH off,2022-09-18 20:36:06.096119+00:00,,,47.508876,19.02584,21,Foxpost,vending_machine_parcel_locker_and_mail_in,"{'operator': 'FoxPost Zrt.', 'contact:facebook': 'https://www.facebook.com/foxpostzrt', 'contact:youtube': 'https://www.youtube.com/channel/UC3zt91sNKPimgA32Nmcu97w', 'ref:vatin': 'HU25034644', 'payment:mastercard': 'yes', 'payment:cash': 'no', 'contact:email': 'info@foxpost.hu', 'phone': '+36 1 999 03 69', 'operator:addr': '3200 Gyöngyös, Batsányi János utca 9.', 'payment:contactless': 'yes', 'brand': 'Foxpost', 'parcel_mail_in': 'yes', 'ref:vatin:hu': '25034644-2-10', 'ref:HU:company': '10 10 020309', 'amenity': 'parcel_locker', 'payment:visa': 'yes'}",https://www.foxpost.hu,hufoxpocso,foxpost,(alzabox|alza|dpd|gls|pick pack|postapont),False,False,True,600.0,200.0,20.0,,,,,2022-09-18 21:10:21.143318,
4570,3608,21,Bp. 02. ker. Rózsadomb Center,32,1025,Budapest,Törökvész út,87-91,,POINT (47.529294 19.005321),"1025 Budapest II, 02 Törökvész út 87-91.",,HU302 számú kültéri automatánk közvetlenül a parkoló felőli bejáratnál található.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,False,24/7; PH off,2022-09-18 20:36:06.096119+00:00,,,47.529294,19.005321,21,Foxpost,vending_machine_parcel_locker_and_mail_in,"{'operator': 'FoxPost Zrt.', 'contact:facebook': 'https://www.facebook.com/foxpostzrt', 'contact:youtube': 'https://www.youtube.com/channel/UC3zt91sNKPimgA32Nmcu97w', 'ref:vatin': 'HU25034644', 'payment:mastercard': 'yes', 'payment:cash': 'no', 'contact:email': 'info@foxpost.hu', 'phone': '+36 1 999 03 69', 'operator:addr': '3200 Gyöngyös, Batsányi János utca 9.', 'payment:contactless': 'yes', 'brand': 'Foxpost', 'parcel_mail_in': 'yes', 'ref:vatin:hu': '25034644-2-10', 'ref:HU:company': '10 10 020309', 'amenity': 'parcel_locker', 'payment:visa': 'yes'}",https://www.foxpost.hu,hufoxpocso,foxpost,(alzabox|alza|dpd|gls|pick pack|postapont),False,False,True,600.0,200.0,20.0,,,,,2022-09-18 21:10:21.143318,
4571,3752,21,Bp. 02. ker. Rózsakert Bevásárlóközpont,33,1026,Budapest,Gábor Áron utca,74,,POINT (47.522731 19.015302),"1026 Budapest II, 02 Gábor Áron utca 74.",,HU150 számú beltéri automatánk a földszinten található a DM mellett.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,19:00:00,16:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 10:00-20:00; Sa 10:00-19:00; Su 10:00-16:00; PH off,2022-09-18 20:36:06.096119+00:00,,,47.522731,19.015302,21,Foxpost,vending_machine_parcel_locker_and_mail_in,"{'operator': 'FoxPost Zrt.', 'contact:facebook': 'https://www.facebook.com/foxpostzrt', 'contact:youtube': 'https://www.youtube.com/channel/UC3zt91sNKPimgA32Nmcu97w', 'ref:vatin': 'HU25034644', 'payment:mastercard': 'yes', 'payment:cash': 'no', 'contact:email': 'info@foxpost.hu', 'phone': '+36 1 999 03 69', 'operator:addr': '3200 Gyöngyös, Batsányi János utca 9.', 'payment:contactless': 'yes', 'brand': 'Foxpost', 'parcel_mail_in': 'yes', 'ref:vatin:hu': '25034644-2-10', 'ref:HU:company': '10 10 020309', 'amenity': 'parcel_locker', 'payment:visa': 'yes'}",https://www.foxpost.hu,hufoxpocso,foxpost,(alzabox|alza|dpd|gls|pick pack|postapont),False,False,True,600.0,200.0,20.0,,,,,2022-09-18 21:10:21.143318,
4572,3751,21,Bp. 02. ker. Budagyöngye,33,1026,Budapest,Szilágyi Erzsébet fasor,121,,POINT (47.516295 18.99992),"1026 Budapest II, 02 Szilágyi Erzsébet fasor 121.",,"HU04 számú automatánk a -1. szinten, a mélygarázs lejárata mellett található, közel a kínai büféhez.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,10:00:00,,19:00:00,19:00:00,19:00:00,19:00:00,19:00:00,15:00:00,,,,,,,,,,,,,,,,,,False,Mo-Fr 10:00-19:00; Sa 10:00-15:00; PH off,2022-09-18 20:36:06.096119+00:00,,,47.516295,18.99992,21,Foxpost,vending_machine_parcel_locker_and_mail_in,"{'operator': 'FoxPost Zrt.', 'contact:facebook': 'https://www.facebook.com/foxpostzrt', 'contact:youtube': 'https://www.youtube.com/channel/UC3zt91sNKPimgA32Nmcu97w', 'ref:vatin': 'HU25034644', 'payment:mastercard': 'yes', 'payment:cash': 'no', 'contact:email': 'info@foxpost.hu', 'phone': '+36 1 999 03 69', 'operator:addr': '3200 Gyöngyös, Batsányi János utca 9.', 'payment:contactless': 'yes', 'brand': 'Foxpost', 'parcel_mail_in': 'yes', 'ref:vatin:hu': '25034644-2-10', 'ref:HU:company': '10 10 020309', 'amenity': 'parcel_locker', 'payment:visa': 'yes'}",https://www.foxpost.hu,hufoxpocso,foxpost,(alzabox|alza|dpd|gls|pick pack|postapont),False,False,True,600.0,200.0,20.0,,,,,2022-09-18 21:10:21.143318,
4573,3631,21,Bp. 02. ker. OMV Tölgyfa utca,34,1027,Budapest,"II, 02 Tölgyfa utca",1-3,,POINT (47.51196 19.035955),"1027 Budapest, II, 02 Tölgyfa utca 1-3.",,HU896 számú kültéri automatánk a shop bejáratától jobbra található.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,,,,,,,,,,,,,,,,,False,24/7; PH off,2022-09-18 20:36:06.096119+00:00,,,47.51196,19.035955,21,Foxpost,vending_machine_parcel_locker_and_mail_in,"{'operator': 'FoxPost Zrt.', 'contact:facebook': 'https://www.facebook.com/foxpostzrt', 'contact:youtube': 'https://www.youtube.com/channel/UC3zt91sNKPimgA32Nmcu97w', 'ref:vatin': 'HU25034644', 'payment:mastercard': 'yes', 'payment:cash': 'no', 'contact:email': 'info@foxpost.hu', 'phone': '+36 1 999 03 69', 'operator:addr': '3200 Gyöngyös, Batsányi János utca 9.', 'payment:contactless': 'yes', 'brand': 'Foxpost', 'parcel_mail_in': 'yes', 'ref:vatin:hu': '25034644-2-10', 'ref:HU:company': '10 10 020309', 'amenity': 'parcel_locker', 'payment:visa': 'yes'}",https://www.foxpost.hu,hufoxpocso,foxpost,(alzabox|alza|dpd|gls|pick pack|postapont),False,False,True,600.0,200.0,20.0,,,,,2022-09-18 21:10:21.143318,
