,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type1_combo,poi_socket_type1_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_good,poi_bad,poi_hash,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
5061,3133,19,Príma Élelmiszer Áruház - Déli,30,1012,Budapest,Krisztina körút,37,,POINT (47.49998 19.02585),Krisztina krt. 37.,,,,,,,,,,,,,,,,,+36 1 489 0320,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,22:00:00,21:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-22:00; Su 06:00-21:00; PH off,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-03 10:25:03.821244+00:00,,,47.4990157,19.0258776,19,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma',  'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon,(príma abc|prima abc|príma|prima),True,False,2000.0,200.0,23.0,412953472,OSM_object_type.node,8,0,2019-11-05T12:25:08Z,"{'wheelchair': 'yes', 'shop': 'supermarket', 'name': 'Príma', 'is_in': 'Déli pályaudvar'}",,107.24545992,
5062,3142,19,Príma Élelmiszer Áruház - Lövőház,37,1024,Budapest,Lövőház utca,12-14,,POINT (47.50909 19.02532),Lövőház utca 12-14.,,,,,,,,,,,,,,,,,+36 1 336 0347,,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,08:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,21:00:00,20:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-21:00; Su 08:00-20:00; PH off,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-03 10:25:03.821244+00:00,,,47.5088759,19.024372,19,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma',  'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon,(príma abc|prima abc|príma|prima),True,False,2000.0,200.0,23.0,5126428943,OSM_object_type.node,5,0,2019-11-05T12:25:13Z,"{'operator': 'Krupp és Társa kereskedelmi Kft.', 'level': '-1', 'ref:vatin:hu': '10488559-2-44', 'is_in': 'Fény utcai piac', 'ref:vatin': 'HU10488559', 'addr:city': 'Budapest', 'operator:addr': '2040 Budaörs, Szabadság út 52-54', 'addr:housenumber': '12-14', 'addr:postcode': '1024', 'name': 'Príma', 'addr:street': 'Lövőház utca', 'shop': 'supermarket'}",,0,
5063,3038,19,Príma Élelmiszer Vihar u. 17.,47,1035,Budapest,Vihar utca,17,,POINT (47.54632 19.03825),Vihar u 17.,,,,,,,,,,,,,,,,,+36 1 439 0932,vihar@jegcsillag.hu,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,07:30:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,17:00:00,14:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-20:00; Sa 07:00-17:00; Su 07:30-14:00; PH off,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-03 10:25:03.821244+00:00,,,47.5462506,19.038454262122745,19,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma',  'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon,(príma abc|prima abc|príma|prima),True,False,2000.0,200.0,23.0,183987431,OSM_object_type.way,2,0,2015-03-15T10:17:23Z,"{'website': 'http://www.cbaprima.hu', 'contact:website': 'http://www.cbaprima.hu', 'shop': 'convenience', 'name': 'CBA Príma'}","[1944245372, 1944245365, 1944245370, 1944245368, 1944245372]",0.0,
5064,3430,19,Buda Gourmet Príma,48,1034,Budapest,Bécsi út,38-44,,POINT (47.52853 19.03771),Bécsi út 38-44.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,17:00:00,17:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 07:00-20:00; Sa-Su 07:00-17:00; PH off,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-03 10:25:03.821244+00:00,,,47.52853,19.03771,19,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma',  'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon,(príma abc|prima abc|príma|prima),True,False,2000.0,200.0,23.0,,,,,2020-10-03T18:03:38Z,,,,True
5065,3039,19,Príma Élelmiszer Hatvany L.u.10.,51,1039,Budapest,Hatvany Lajos utca,10,,POINT (47.59916 19.0641),Hatvany Lajos u 10,,,,,,,,,,,,,,,,,+36 1 250 2843,hatvany@jegcsillag.hu,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,14:00:00,,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-20:00; Sa 07:00-14:00; PH off,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-03 10:25:03.821244+00:00,,,47.599336,19.06434267295302,19,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma',  'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon,(príma abc|prima abc|príma|prima),True,False,2000.0,200.0,23.0,47078866,OSM_object_type.way,9,0,2020-05-12T21:34:36Z,"{'addr:city': 'Budapest', 'addr:housenumber': '10', 'addr:country': 'HU', 'shop': 'convenience', 'building': 'commercial', 'wheelchair': 'yes', 'addr:street': 'Hatvany Lajos utca', 'contact:phone': '+36 1 250 2843', 'addr:postcode': '1039', 'name': 'CBA Kiki ABC', 'opening_hours': 'Mo-Fr 06:00-20:00; Sa 07:00-14:00; 08:00-13:00'}","[600417873, 5594634344, 5594634343, 2883224401, 2883224301, 600418053, 2883224601, 2883224302, 600417982, 3417447095, 600418050, 600418056, 600418081, 4490455589, 600417873]",0.75903142,
5066,3162,19,Príma Munkásotthon,53,1042,Budapest,Munkásotthon utca,26,,POINT (47.55963 19.08996),Munkásotthon utca 26.,,,,,,,,,,,,,,,,,+36 1 231 0215,cba-ujpest@lazarteam.hu,,,,,,,,,,,,,,,,,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,06:00:00,08:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,19:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 06:00-20:00; Su 08:00-19:00; PH off,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-03 10:25:03.821244+00:00,,,47.5599877,19.09004847083815,19,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma',  'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon,(príma abc|prima abc|príma|prima),True,False,2000.0,200.0,23.0,120259292,OSM_object_type.way,14,0,2020-05-12T21:34:36Z,"{'addr:city': 'Budapest', 'addr:housenumber': '26', 'opening_hours': 'Mo-Sa 06:00-22:00; Su 08:00-19:00', 'shop': 'supermarket', 'wheelchair': 'yes', 'addr:postcode': '1042', 'website': 'https://www.cba.hu/uzletek', 'phone': '+36 1 231 0216', 'addr:street': 'Munkásotthon utca', 'name': 'CBA Príma', 'building': 'retail'}","[1348878460, 1348878496, 1348878483, 1348895290, 1348878441, 1348878460]",0,
5067,3032,19,Príma Élelmiszer Berda József u. 48.,54,1043,Budapest,Berda József utca,48,,POINT (47.55738 19.08835),Berda József u 48.,,,,,,,,,,,,,,,,,+36 1 399 0559,berda@jegcsillag.hu,,,,,,,,,,,,,,,,,06:30:00,06:30:00,06:30:00,06:30:00,06:30:00,07:00:00,07:30:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,16:00:00,14:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 06:30-20:00; Sa 07:00-16:00; Su 07:30-14:00; PH off,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-03 10:25:03.821244+00:00,,,47.5572806,19.0876454,19,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma',  'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon,(príma abc|prima abc|príma|prima),True,False,2000.0,200.0,23.0,2363728649,OSM_object_type.node,11,0,2020-05-12T21:34:22Z,"{'operator': 'CBA', 'addr:city': 'Budapest', 'shop': 'supermarket', 'wheelchair': 'yes', 'website': 'http://cba.hu/uzletek', 'addr:housenumber': '48', 'opening_hours': 'Mo-Fr 06:30-20:00; Sa 07:00-16:00; Su 07:30-14:00', 'source': 'http://cba.hu/uzletek', 'addr:postcode': '1043', 'name': 'CBA Príma', 'note': 'nyitvatartás valószinű rossz, de ez az adat van a websiteon.', 'addr:street': 'Berda József utca', 'phone': '+36 1 369 4020'}",,0,
5068,3175,19,Príma József Attila,60,1051,Budapest,József Attila utca,16,,POINT (47.49907 19.05167),József Attila utca 16.,,,,,,,,,,,,,,,,,+36 1 235 0830,cba-jozsefattila@lazarteam.hu,,,,,,,,,,,,,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,08:00:00,11:00:00,19:00:00,19:00:00,19:00:00,19:00:00,19:00:00,17:00:00,19:00:00,,,,,,,,,,,,,,,,,False,Mo-Fr 07:00-19:00; Sa 08:00-17:00; Su 11:00-19:00; PH off,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-03 10:25:03.821244+00:00,,,47.4990853,19.0515738,19,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma',  'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon,(príma abc|prima abc|príma|prima),True,False,2000.0,200.0,23.0,264122016,OSM_object_type.node,4,0,2016-10-30T16:13:09Z,"{'created_by': 'JOSM', 'wheelchair': 'no', 'name': 'Príma', 'shop': 'supermarket'}",,7.42444278,
5069,3048,19,Pilvax Príma Élelmiszerüzlet,61,1082,Budapest,Városház utca,14,,POINT (47.48622 19.07469),Városház utca 14,,,,,,,,,,,,,,,,,+36 1 337 8139,pilvax.cba@gmail.com,,,,,,,,,,,,,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,15:00:00,,,,,,,,,,,,,,,,,,False,Mo-Fr 07:00-20:00; Sa 07:00-15:00; PH off,"{not_in_water,standard_opening_hours}","{street_is_not_around,street_metaphone_is_not_around}",,2020-10-03 10:25:03.821244+00:00,,,47.48622,19.07469,19,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma',  'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon,(príma abc|prima abc|príma|prima),True,False,2000.0,200.0,23.0,,,,,2020-10-03T18:03:38Z,,,,True
5070,3168,19,Príma Anker,66,1061,Budapest,Anker köz,1-3,,POINT (47.49806 19.0555),Anker köz 1-3,,,,,,,,,,,,,,,,,+36 1 235 0703,cba-anker@lazarteam.hu,,,,,,,,,,,,,,,,,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,07:00:00,08:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,20:00:00,,,,,,,,,,,,,,,,,False,Mo-Sa 07:00-20:00; Su 08:00-20:00; PH off,"{not_in_water,street_is_around,street_metaphone_is_around,standard_opening_hours}",{},,2020-10-03 10:25:03.821244+00:00,,,47.4977371,19.0554368,19,Príma,shop,"{'shop': 'convenience', 'brand': 'Príma',  'payment:cash': 'yes', 'payment:debit_cards': 'yes'}",https://www.prima.hu,huprimacon,(príma abc|prima abc|príma|prima),True,False,2000.0,200.0,23.0,856400311,OSM_object_type.node,8,0,2017-07-27T07:07:54Z,"{'wheelchair': 'limited', 'opening_hours': '06:00-22:00', 'name': 'Príma', 'shop': 'supermarket'}",,36.21745378,
