,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_created,poi_updated,poi_deleted,poi_lat,poi_lon,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags
5028,7379,25,"13001 - Budapest, Málna utca - Mobiliti",31,1011,Budapest,Málna utca,,,POINT (47.50693 19.03521),Málna utca,,,,,,,,,,,,,,,,13001,,,,,,2.0,,,,,,,,2.0,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 15:24:41.667090+00:00,,,47.50693,19.03521,25,Mobiliti,charging_station,"{'ref:vatin:hu': '23443486-2-42', 'ref:vatin': 'HU23443486', 'authentication:none': 'yes', 'authentication:app': 'yes', 'ref:HU:company': '01-09-965868', 'opening_hours': '24/7', 'operator': 'NKM Mobilitás Kft.', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'contact:email': 'help@mobiliti.hu', 'parking:fee': 'no', 'contact:website': 'https://www.mobiliti.hu/emobilitas', 'authentication:membership_card': 'yes', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,(mobility|e-mobi|emobi|e-töltőpont),(tesla|supercharger|plugee),False,False,50.0,30.0,10.0,,,,,2022-06-08 15:28:46.243493,
5029,7605,25,"13501 - Budapest, Pala utca - Mobiliti",31,1011,Budapest,Pala utca,,,POINT (47.50072 19.03874),Pala utca,,,,,,,,,,,,,,,,13501,,,,,,2.0,,,,1.0,22 kW,1.0,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 15:24:41.667090+00:00,,,47.50072,19.03874,25,Mobiliti,charging_station,"{'ref:vatin:hu': '23443486-2-42', 'ref:vatin': 'HU23443486', 'authentication:none': 'yes', 'authentication:app': 'yes', 'ref:HU:company': '01-09-965868', 'opening_hours': '24/7', 'operator': 'NKM Mobilitás Kft.', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'contact:email': 'help@mobiliti.hu', 'parking:fee': 'no', 'contact:website': 'https://www.mobiliti.hu/emobilitas', 'authentication:membership_card': 'yes', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,(mobility|e-mobi|emobi|e-töltőpont),(tesla|supercharger|plugee),False,False,50.0,30.0,10.0,,,,,2022-06-08 15:28:46.243493,
5030,7380,25,"13002 - Budapest, Szilágyi Dezső tér - Mobiliti",31,1011,Budapest,Szilágyi Dezső tér,,,POINT (47.50417 19.03882),Szilágyi Dezső tér,,,,,,,,,,,,,,,,13002,,,,,,2.0,,,,,,,,2.0,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 15:24:41.667090+00:00,,,47.50417,19.03882,25,Mobiliti,charging_station,"{'ref:vatin:hu': '23443486-2-42', 'ref:vatin': 'HU23443486', 'authentication:none': 'yes', 'authentication:app': 'yes', 'ref:HU:company': '01-09-965868', 'opening_hours': '24/7', 'operator': 'NKM Mobilitás Kft.', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'contact:email': 'help@mobiliti.hu', 'parking:fee': 'no', 'contact:website': 'https://www.mobiliti.hu/emobilitas', 'authentication:membership_card': 'yes', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,(mobility|e-mobi|emobi|e-töltőpont),(tesla|supercharger|plugee),False,False,50.0,30.0,10.0,,,,,2022-06-08 15:28:46.243493,
5031,7381,25,"13003 - Budapest, Hadnagy utca - Mobiliti",33,1013,Budapest,Hadnagy utca,8,,POINT (47.49093 19.04371),Hadnagy utca 8.,,,,,,,,,,,,,,,,13003,,,,,,2.0,,,,,,,,2.0,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 15:24:41.667090+00:00,,,47.49093,19.04371,25,Mobiliti,charging_station,"{'ref:vatin:hu': '23443486-2-42', 'ref:vatin': 'HU23443486', 'authentication:none': 'yes', 'authentication:app': 'yes', 'ref:HU:company': '01-09-965868', 'opening_hours': '24/7', 'operator': 'NKM Mobilitás Kft.', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'contact:email': 'help@mobiliti.hu', 'parking:fee': 'no', 'contact:website': 'https://www.mobiliti.hu/emobilitas', 'authentication:membership_card': 'yes', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,(mobility|e-mobi|emobi|e-töltőpont),(tesla|supercharger|plugee),False,False,50.0,30.0,10.0,,,,,2022-06-08 15:28:46.243493,
5032,7606,25,"13502 - Budapest, Csalogány utca - Mobiliti",35,1015,Budapest,Csalogány utca,23,,POINT (47.50755 19.03348),Csalogány utca 23.,,,,,,,,,,,,,,,,13502,,,,,,2.0,,,,1.0,22 kW,1.0,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 15:24:41.667090+00:00,,,47.50755,19.03348,25,Mobiliti,charging_station,"{'ref:vatin:hu': '23443486-2-42', 'ref:vatin': 'HU23443486', 'authentication:none': 'yes', 'authentication:app': 'yes', 'ref:HU:company': '01-09-965868', 'opening_hours': '24/7', 'operator': 'NKM Mobilitás Kft.', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'contact:email': 'help@mobiliti.hu', 'parking:fee': 'no', 'contact:website': 'https://www.mobiliti.hu/emobilitas', 'authentication:membership_card': 'yes', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,(mobility|e-mobi|emobi|e-töltőpont),(tesla|supercharger|plugee),False,False,50.0,30.0,10.0,,,,,2022-06-08 15:28:46.243493,
5033,7383,25,"13005 - Budapest, Gellérthegy utca - Mobiliti",36,1016,Budapest,Gellérthegy utca,36,,POINT (47.49457 19.03517),Gellérthegy utca 36.,,,,,,,,,,,,,,,,13005,,,,,,2.0,,,,,,,,2.0,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 15:24:41.667090+00:00,,,47.49457,19.03517,25,Mobiliti,charging_station,"{'ref:vatin:hu': '23443486-2-42', 'ref:vatin': 'HU23443486', 'authentication:none': 'yes', 'authentication:app': 'yes', 'ref:HU:company': '01-09-965868', 'opening_hours': '24/7', 'operator': 'NKM Mobilitás Kft.', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'contact:email': 'help@mobiliti.hu', 'parking:fee': 'no', 'contact:website': 'https://www.mobiliti.hu/emobilitas', 'authentication:membership_card': 'yes', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,(mobility|e-mobi|emobi|e-töltőpont),(tesla|supercharger|plugee),False,False,50.0,30.0,10.0,,,,,2022-06-08 15:28:46.243493,
5034,7384,25,"13006 - Budapest, Krisztina körút - Mobiliti",36,1016,Budapest,Krisztina körút,99,,POINT (47.49504 19.03527),Krisztina körút 99.,,,,,,,,,,,,,,,,13006,,,,,,2.0,,,,,,,,2.0,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 15:24:41.667090+00:00,,,47.49504,19.03527,25,Mobiliti,charging_station,"{'ref:vatin:hu': '23443486-2-42', 'ref:vatin': 'HU23443486', 'authentication:none': 'yes', 'authentication:app': 'yes', 'ref:HU:company': '01-09-965868', 'opening_hours': '24/7', 'operator': 'NKM Mobilitás Kft.', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'contact:email': 'help@mobiliti.hu', 'parking:fee': 'no', 'contact:website': 'https://www.mobiliti.hu/emobilitas', 'authentication:membership_card': 'yes', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,(mobility|e-mobi|emobi|e-töltőpont),(tesla|supercharger|plugee),False,False,50.0,30.0,10.0,,,,,2022-06-08 15:28:46.243493,
5035,7382,25,"13004 - Budapest, Naphegy utca - Mobiliti",36,1016,Budapest,Naphegy utca,65,,POINT (47.49219 19.03692),Naphegy utca 65.,,,,,,,,,,,,,,,,13004,,,,,,2.0,,,,,,,,2.0,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 15:24:41.667090+00:00,,,47.49219,19.03692,25,Mobiliti,charging_station,"{'ref:vatin:hu': '23443486-2-42', 'ref:vatin': 'HU23443486', 'authentication:none': 'yes', 'authentication:app': 'yes', 'ref:HU:company': '01-09-965868', 'opening_hours': '24/7', 'operator': 'NKM Mobilitás Kft.', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'contact:email': 'help@mobiliti.hu', 'parking:fee': 'no', 'contact:website': 'https://www.mobiliti.hu/emobilitas', 'authentication:membership_card': 'yes', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,(mobility|e-mobi|emobi|e-töltőpont),(tesla|supercharger|plugee),False,False,50.0,30.0,10.0,,,,,2022-06-08 15:28:46.243493,
5036,7607,25,"13503 - Budapest, Számadó utca - Mobiliti",36,1016,Budapest,Számadó utca,1,,POINT (47.48606 19.03999),Számadó utca 1.,,,,,,,,,,,,,,,,13503,,,,,,2.0,,,,1.0,22 kW,1.0,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 15:24:41.667090+00:00,,,47.48606,19.03999,25,Mobiliti,charging_station,"{'ref:vatin:hu': '23443486-2-42', 'ref:vatin': 'HU23443486', 'authentication:none': 'yes', 'authentication:app': 'yes', 'ref:HU:company': '01-09-965868', 'opening_hours': '24/7', 'operator': 'NKM Mobilitás Kft.', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'contact:email': 'help@mobiliti.hu', 'parking:fee': 'no', 'contact:website': 'https://www.mobiliti.hu/emobilitas', 'authentication:membership_card': 'yes', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,(mobility|e-mobi|emobi|e-töltőpont),(tesla|supercharger|plugee),False,False,50.0,30.0,10.0,,,,,2022-06-08 15:28:46.243493,
5037,7608,25,"13504 - Budapest, Marczibányi tér - Mobiliti",38,1022,Budapest,Marczibányi tér,5,,POINT (47.51401 19.02124),Marczibányi tér 5.,,,,,,,,,,,,,,,,13504,,,,,,2.0,,,,1.0,22 kW,1.0,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-08 15:24:41.667090+00:00,,,47.51401,19.02124,25,Mobiliti,charging_station,"{'ref:vatin:hu': '23443486-2-42', 'ref:vatin': 'HU23443486', 'authentication:none': 'yes', 'authentication:app': 'yes', 'ref:HU:company': '01-09-965868', 'opening_hours': '24/7', 'operator': 'NKM Mobilitás Kft.', 'operator:addr': '1081 Budapest, II. János Pál pápa tér 20.', 'contact:email': 'help@mobiliti.hu', 'parking:fee': 'no', 'contact:website': 'https://www.mobiliti.hu/emobilitas', 'authentication:membership_card': 'yes', 'amenity': 'charging_station', 'contact:phone': '+36 62 565 758', 'fee': 'yes'}",https://www.mobiliti.hu,humobilchs,(mobility|e-mobi|emobi|e-töltőpont),(tesla|supercharger|plugee),False,False,50.0,30.0,10.0,,,,,2022-06-08 15:28:46.243493,
