,pa_id,poi_common_id,poi_name,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_additional_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_lat,poi_lon,poi_created,poi_updated,poi_deleted,pc_id,poi_common_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,export_poi_name,do_not_export_addr_tags,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,additional_ref_name,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags
6420,3210,17,,,594.0,2013,Pomáz,Fáy András utca,51,,POINT (47.64748 19.02718),2013 Pomáz Fáy András utca 51,,,,,,,,,,,,,,,,,,,pomaz.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.64748,19.02718,2023-03-06 20:11:37.138864+00:00,,,17,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-03-07 20:36:30.426793,
6421,2463,17,,,630.0,2060,Bicske,Kossuth Lajos utca,46,,POINT (47.49627 18.62954),2060 Bicske Kossuth Lajos utca 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.49627,18.62954,2023-03-06 20:11:37.138864+00:00,,,17,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-03-07 20:36:30.426793,
6422,3238,17,,,748.0,2300,Ráckeve,Bajcsy-Zsilinszky utca,66,,POINT (47.15712 18.92996),2300 Ráckeve Bajcsy-Zsilinszky utca 66,,,,,,,,,,,,,,,,,,,rackeve.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.15712,18.92996,2023-03-06 20:11:37.138864+00:00,,,17,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-03-07 20:36:30.426793,
6423,2472,17,,,836.0,2473,Vál,Vajda János utca,12,,POINT (47.36132 18.68107),2473 Vál Vajda János utca 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.36132,18.68107,2023-03-06 20:11:37.138864+00:00,,,17,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-03-07 20:36:30.426793,
6424,3240,17,,,905.0,2635,Vámosmikola,Szobi út,16,,POINT (47.97697 18.78376),2635 Vámosmikola Szobi út 16,,,,,,,,,,,,,,,,,,,ugyelet.mikolaot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.97697,18.78376,2023-03-06 20:11:37.138864+00:00,,,17,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-03-07 20:36:30.426793,
6425,3236,17,,,983.0,2750,Nagykőrös,Rákóczi utca,5,,POINT (47.03199 19.7818),2750 Nagykőrös Rákóczi utca 5,,,,,,,,,,,,,,,,,,,nagykoros.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.03199,19.7818,2023-03-06 20:11:37.138864+00:00,,,17,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-03-07 20:36:30.426793,
6426,3061,17,,,1014.0,2840,Oroszlány,Táncsics Mihály út,66,,POINT (47.47675 18.32179),2840 Oroszlány Táncsics Mihály utca 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.47675,18.32179,2023-03-06 20:11:37.138864+00:00,,,17,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-03-07 20:36:30.426793,
6427,3066,17,,,1057.0,2941,Ács,Fő utca,43,,POINT (47.707 18.01238),2941 Ács Fő utca 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.707,18.01238,2023-03-06 20:11:37.138864+00:00,,,17,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-03-07 20:36:30.426793,
6428,3063,17,,,1058.0,2942,Nagyigmánd,Ácsi út,5,,POINT (47.63272 18.07111),2942 Nagyigmánd Ácsi út 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.63272,18.07111,2023-03-06 20:11:37.138864+00:00,,,17,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-03-07 20:36:30.426793,
6429,2905,17,,,1256.0,3346,Bélapátfalva,IV. Béla út,3,,POINT (48.0544 20.34973),"3346 Bélapátfalva, IV. Béla u. 3.",,,,,,,,,,,,,,,,,,+36 354131,belapatfalva.ot@katved.gov.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0544,20.34973,2023-03-06 20:11:37.138864+00:00,,,17,Önkormányzati Tűzoltó-parancsnokság,fire_station,"{'amenity': 'fire_station', 'fire_station:type': 'municipal'}",https://www.katasztrofavedelem.hu,hufireusta,(tűzoltó|önkormányzati),,True,False,True,False,2000.0,500.0,100.0,,,,,,2023-03-07 20:36:30.426793,
