,pa_id,poi_common_id,poi_branch,poi_addr_city,poi_postcode,poi_city,poi_addr_street,poi_addr_housenumber,poi_conscriptionnumber,poi_geom,original,poi_website,poi_description,poi_fuel_adblue,poi_fuel_octane_100,poi_fuel_octane_98,poi_fuel_octane_95,poi_fuel_diesel_gtl,poi_fuel_diesel,poi_fuel_lpg,poi_fuel_e85,poi_rent_lpg_bottles,poi_compressed_air,poi_restaurant,poi_food,poi_truck,poi_ref,poi_phone,poi_email,poi_authentication_app,poi_authentication_none,poi_authentication_membership_card,poi_capacity,poi_fee,poi_parking_fee,poi_motorcar,poi_socket_chademo,poi_socket_chademo_output,poi_socket_type2_combo,poi_socket_type2_combo_output,poi_socket_type2_cable,poi_socket_type2_cable_output,poi_socket_type2,poi_socket_type2_output,poi_manufacturer,poi_model,poi_opening_hours_nonstop,poi_opening_hours_mo_open,poi_opening_hours_tu_open,poi_opening_hours_we_open,poi_opening_hours_th_open,poi_opening_hours_fr_open,poi_opening_hours_sa_open,poi_opening_hours_su_open,poi_opening_hours_mo_close,poi_opening_hours_tu_close,poi_opening_hours_we_close,poi_opening_hours_th_close,poi_opening_hours_fr_close,poi_opening_hours_sa_close,poi_opening_hours_su_close,poi_opening_hours_summer_mo_open,poi_opening_hours_summer_tu_open,poi_opening_hours_summer_we_open,poi_opening_hours_summer_th_open,poi_opening_hours_summer_fr_open,poi_opening_hours_summer_sa_open,poi_opening_hours_summer_su_open,poi_opening_hours_summer_mo_close,poi_opening_hours_summer_tu_close,poi_opening_hours_summer_we_close,poi_opening_hours_summer_th_close,poi_opening_hours_summer_fr_close,poi_opening_hours_summer_sa_close,poi_opening_hours_summer_su_close,poi_opening_hours_lunch_break_start,poi_opening_hours_lunch_break_stop,poi_public_holiday_open,poi_opening_hours,poi_lat,poi_lon,poi_created,poi_updated,poi_deleted,pc_id,poi_name,poi_type,poi_tags,poi_url_base,poi_code,poi_search_name,poi_search_avoid_name,preserve_original_name,preserve_original_post_code,export_poi_name,osm_search_distance_perfect,osm_search_distance_safe,osm_search_distance_unsafe,osm_id,osm_node,osm_version,osm_changeset,osm_timestamp,osm_live_tags,osm_nodes,poi_distance,poi_new
9565,4294,34,',0,8151,M7,,,,POINT (47.0963 18.37192),Gorsium kijárat,http://www.oil-benzinkutak.hu/kuthalozat/oil-m7-gorsium/,,,,,True,,True,,,,,,,,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0963,18.37192,2022-12-19 21:47:12.990202+00:00,,,34,OIL!,fuel,"{'amenity': 'fuel', 'name': 'OIL!', 'brand': 'OIL!', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'brand:wikidata': 'Q2007561', 'brand:wikipedia': 'OIL! Tankstellen', 'operator': 'Mabanaft Hungary Kft.', 'operator:addr': '1016 Budapest, Mészáros utca 58/B', 'ref:vatin:hu': '12700226-2-44', 'ref:vatin': 'HU12700226', 'ref:HU:company': '01-09-699184', 'contact:facebook': 'https://www.facebook.com/OILHungary/', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.oil-benzinkutak.hu,huoilfu,(oil|oil!|oil benzinkutak|oil-benzinkutak),(mol|shell|m. petrol|avia|lukoil|hunoil),False,False,True,2000.0,450.0,60.0,,,,,2022-12-19 22:19:25.928961,,,,True
9566,4277,34,',0,3000,Hatvan,Bercsényi utca,76,,POINT (47.67474 19.66065),Bercsényi út 76.,https://www.oil-benzinkutak.hu,,,,,True,,True,,,,,,,,5460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.67474,19.66065,2022-12-19 21:47:12.990202+00:00,,,34,OIL!,fuel,"{'amenity': 'fuel', 'name': 'OIL!', 'brand': 'OIL!', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'brand:wikidata': 'Q2007561', 'brand:wikipedia': 'OIL! Tankstellen', 'operator': 'Mabanaft Hungary Kft.', 'operator:addr': '1016 Budapest, Mészáros utca 58/B', 'ref:vatin:hu': '12700226-2-44', 'ref:vatin': 'HU12700226', 'ref:HU:company': '01-09-699184', 'contact:facebook': 'https://www.facebook.com/OILHungary/', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.oil-benzinkutak.hu,huoilfu,(oil|oil!|oil benzinkutak|oil-benzinkutak),(mol|shell|m. petrol|avia|lukoil|hunoil),False,False,True,2000.0,450.0,60.0,,,,,2022-12-19 22:19:25.928961,,,,True
9567,4185,34,',154,1183,Budapest,Gyömrői út,220,,POINT (47.45318 19.1957),Gyömrői út 220.,http://www.oil-benzinkutak.hu/kuthalozat/oil-budapest-gyomroi-ut/,,,,,True,,True,,,,,,,,785,+36 30 640 4362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.45318,19.1957,2022-12-19 21:47:12.990202+00:00,,,34,OIL!,fuel,"{'amenity': 'fuel', 'name': 'OIL!', 'brand': 'OIL!', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'brand:wikidata': 'Q2007561', 'brand:wikipedia': 'OIL! Tankstellen', 'operator': 'Mabanaft Hungary Kft.', 'operator:addr': '1016 Budapest, Mészáros utca 58/B', 'ref:vatin:hu': '12700226-2-44', 'ref:vatin': 'HU12700226', 'ref:HU:company': '01-09-699184', 'contact:facebook': 'https://www.facebook.com/OILHungary/', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.oil-benzinkutak.hu,huoilfu,(oil|oil!|oil benzinkutak|oil-benzinkutak),(mol|shell|m. petrol|avia|lukoil|hunoil),False,False,True,2000.0,450.0,60.0,,,,,2022-12-19 22:19:25.928961,,,,True
9568,4232,34,',617,2038,Sóskút,Ipari park,,,POINT (47.38733 18.83947),Ipari Park,http://www.oil-benzinkutak.hu/kuthalozat/oil-soskut/,,,,,True,,True,,,,,,,,922,+36 30 255 1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.387761850000004,18.838924367757087,2022-12-19 21:47:12.990202+00:00,,,34,OIL!,fuel,"{'amenity': 'fuel', 'name': 'OIL!', 'brand': 'OIL!', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'brand:wikidata': 'Q2007561', 'brand:wikipedia': 'OIL! Tankstellen', 'operator': 'Mabanaft Hungary Kft.', 'operator:addr': '1016 Budapest, Mészáros utca 58/B', 'ref:vatin:hu': '12700226-2-44', 'ref:vatin': 'HU12700226', 'ref:HU:company': '01-09-699184', 'contact:facebook': 'https://www.facebook.com/OILHungary/', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.oil-benzinkutak.hu,huoilfu,(oil|oil!|oil benzinkutak|oil-benzinkutak),(mol|shell|m. petrol|avia|lukoil|hunoil),False,False,True,2000.0,450.0,60.0,156197186,OSM_object_type.way,2,0,2017-09-16 06:23:34.000000,"{'amenity': 'fuel', 'building': 'roof', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'name': 'Oil'}","[1684778413, 1684778407, 1684778363, 1684778371, 1684778413]",60.46169323,False
9569,4273,34,',670,2113,Erdőkertes,Fő út,234,,POINT (47.66967 19.32959),Fő út 234.,http://www.oil-benzinkutak.hu/oil-erdokertes/,,,,,True,,True,,,,,,,,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6696009,19.3294698,2022-12-19 21:47:12.990202+00:00,,,34,OIL!,fuel,"{'amenity': 'fuel', 'name': 'OIL!', 'brand': 'OIL!', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'brand:wikidata': 'Q2007561', 'brand:wikipedia': 'OIL! Tankstellen', 'operator': 'Mabanaft Hungary Kft.', 'operator:addr': '1016 Budapest, Mészáros utca 58/B', 'ref:vatin:hu': '12700226-2-44', 'ref:vatin': 'HU12700226', 'ref:HU:company': '01-09-699184', 'contact:facebook': 'https://www.facebook.com/OILHungary/', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.oil-benzinkutak.hu,huoilfu,(oil|oil!|oil benzinkutak|oil-benzinkutak),(mol|shell|m. petrol|avia|lukoil|hunoil),False,False,True,2000.0,450.0,60.0,1806069617,OSM_object_type.node,2,0,2019-08-14 20:51:05.000000,"{'addr:city': 'Erdőkertes', 'addr:housenumber': '234', 'addr:postcode': '2113', 'addr:street': 'Fő út', 'amenity': 'fuel', 'brand': 'Independent', 'fuel:diesel': 'yes', 'fuel:e85': 'yes', 'fuel:octane_95': 'yes', 'name': 'Fixoil Benzinkút', 'opening_hours': 'Mo-Su 06:00-20:00', 'operator': 'Fixoil Kft.', 'self_service': 'yes', 'shop': 'convenience'}",,0,False
9570,4284,34,',685,2600,Sződliget,2. számú főközlekedési út 26 km külterület,,,POINT (47.75455 19.13957),2-es főút 26 km külterület,https://www.oil-benzinkutak.hu,,,,,True,,True,,,,,,,,1557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.75455,19.13957,2022-12-19 21:47:12.990202+00:00,,,34,OIL!,fuel,"{'amenity': 'fuel', 'name': 'OIL!', 'brand': 'OIL!', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'brand:wikidata': 'Q2007561', 'brand:wikipedia': 'OIL! Tankstellen', 'operator': 'Mabanaft Hungary Kft.', 'operator:addr': '1016 Budapest, Mészáros utca 58/B', 'ref:vatin:hu': '12700226-2-44', 'ref:vatin': 'HU12700226', 'ref:HU:company': '01-09-699184', 'contact:facebook': 'https://www.facebook.com/OILHungary/', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.oil-benzinkutak.hu,huoilfu,(oil|oil!|oil benzinkutak|oil-benzinkutak),(mol|shell|m. petrol|avia|lukoil|hunoil),False,False,True,2000.0,450.0,60.0,,,,,2022-12-19 22:19:25.928961,,,,True
9571,4244,34,',695,2151,Fót,Keleti Márton utca,7/A,,POINT (47.61449 19.17545),Keleti Márton utca 7/A.,http://www.oil-benzinkutak.hu/kuthalozat/oil-fot/,,,,,True,,True,,,,,,,,884,+36 30 914 2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6149506,19.1757445,2022-12-19 21:47:12.990202+00:00,,,34,OIL!,fuel,"{'amenity': 'fuel', 'name': 'OIL!', 'brand': 'OIL!', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'brand:wikidata': 'Q2007561', 'brand:wikipedia': 'OIL! Tankstellen', 'operator': 'Mabanaft Hungary Kft.', 'operator:addr': '1016 Budapest, Mészáros utca 58/B', 'ref:vatin:hu': '12700226-2-44', 'ref:vatin': 'HU12700226', 'ref:HU:company': '01-09-699184', 'contact:facebook': 'https://www.facebook.com/OILHungary/', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.oil-benzinkutak.hu,huoilfu,(oil|oil!|oil benzinkutak|oil-benzinkutak),(mol|shell|m. petrol|avia|lukoil|hunoil),False,False,True,2000.0,450.0,60.0,928445624,OSM_object_type.node,3,0,2020-05-12 21:34:19.000000,"{'addr:city': 'Fót', 'addr:housenumber': '7/A', 'addr:postcode': '2151', 'addr:street': 'Keleti Márton utca', 'amenity': 'fuel', 'brand': 'OIL!', 'name': 'OIL!', 'opening_hours': 'Mo-Fr 06:00-20:30; Sa 06:00-20:00', 'phone': '+36 30 914 2509', 'website': 'http://www.oil-benzinkutak.hu'}",,0,False
9572,4173,34,',739,2234,Maglód,Liszt Ferenc utca,6/A,,POINT (47.44022 19.34788),Liszt Ferenc utca 6/A.,http://www.oil-benzinkutak.hu/kuthalozat/oil-maglod/,,,,,True,,True,,,,,,,,908,+36 70 770 9833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4403232,19.3478663,2022-12-19 21:47:12.990202+00:00,,,34,OIL!,fuel,"{'amenity': 'fuel', 'name': 'OIL!', 'brand': 'OIL!', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'brand:wikidata': 'Q2007561', 'brand:wikipedia': 'OIL! Tankstellen', 'operator': 'Mabanaft Hungary Kft.', 'operator:addr': '1016 Budapest, Mészáros utca 58/B', 'ref:vatin:hu': '12700226-2-44', 'ref:vatin': 'HU12700226', 'ref:HU:company': '01-09-699184', 'contact:facebook': 'https://www.facebook.com/OILHungary/', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.oil-benzinkutak.hu,huoilfu,(oil|oil!|oil benzinkutak|oil-benzinkutak),(mol|shell|m. petrol|avia|lukoil|hunoil),False,False,True,2000.0,450.0,60.0,1058733587,OSM_object_type.node,6,0,2013-02-10 12:00:54.000000,"{'addr:city': 'Maglód', 'addr:country': 'HU', 'addr:housenumber': '6/A', 'addr:postcode': '2234', 'addr:street': 'Liszt Ferenc utca', 'amenity': 'fuel', 'fuel:biodiesel': 'no', 'fuel:diesel': 'no', 'fuel:ethanol': 'no', 'fuel:lpg': 'no', 'fuel:octane_100': 'no', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'no', 'name': 'OIL!', 'source': 'local knowledge'}",,0,False
9573,4197,34,',754,2310,Szigetszentmiklós,Gyári út,45,,POINT (47.33483 19.00324),Gyári út 45.,https://www.oil-benzinkutak.hu,,,,,True,,True,,,,,,,,1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3348984,19.00363008147226,2022-12-19 21:47:12.990202+00:00,,,34,OIL!,fuel,"{'amenity': 'fuel', 'name': 'OIL!', 'brand': 'OIL!', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'brand:wikidata': 'Q2007561', 'brand:wikipedia': 'OIL! Tankstellen', 'operator': 'Mabanaft Hungary Kft.', 'operator:addr': '1016 Budapest, Mészáros utca 58/B', 'ref:vatin:hu': '12700226-2-44', 'ref:vatin': 'HU12700226', 'ref:HU:company': '01-09-699184', 'contact:facebook': 'https://www.facebook.com/OILHungary/', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.oil-benzinkutak.hu,huoilfu,(oil|oil!|oil benzinkutak|oil-benzinkutak),(mol|shell|m. petrol|avia|lukoil|hunoil),False,False,True,2000.0,450.0,60.0,872865422,OSM_object_type.way,2,0,2022-04-03 07:27:53.000000,"{'amenity': 'fuel', 'brand': 'OIL!', 'brand:wikidata': 'Q2007561', 'brand:wikipedia': 'de:OIL! Tankstellen', 'building': 'yes', 'name': 'OIL!'}","[8128282861, 8128282860, 8128282857, 8128282859, 8128282858, 8128282861]",22.08116435,False
9574,4189,34,',759,2315,Szigethalom,,,,POINT (47.3192 19.01935),Műút 222.,http://www.oil-benzinkutak.hu/kuthalozat/oil-szigethalom/,,,,,True,,True,,,,,,,,930,+36 30 218 1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3177929,19.0185286,2022-12-19 21:47:12.990202+00:00,,,34,OIL!,fuel,"{'amenity': 'fuel', 'name': 'OIL!', 'brand': 'OIL!', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'brand:wikidata': 'Q2007561', 'brand:wikipedia': 'OIL! Tankstellen', 'operator': 'Mabanaft Hungary Kft.', 'operator:addr': '1016 Budapest, Mészáros utca 58/B', 'ref:vatin:hu': '12700226-2-44', 'ref:vatin': 'HU12700226', 'ref:HU:company': '01-09-699184', 'contact:facebook': 'https://www.facebook.com/OILHungary/', 'payment:contactless': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:mastercard_electronic': 'yes', 'payment:maestro': 'yes', 'payment:visa_electron': 'yes', 'payment:mastercard_contactless': 'yes', 'payment:cash': 'yes'}",https://www.oil-benzinkutak.hu,huoilfu,(oil|oil!|oil benzinkutak|oil-benzinkutak),(mol|shell|m. petrol|avia|lukoil|hunoil),False,False,True,2000.0,450.0,60.0,4609572743,OSM_object_type.node,2,0,2019-07-31 12:26:17.000000,"{'amenity': 'fuel', 'brand': 'OIL!', 'brand:wikidata': 'Q2007561', 'brand:wikipedia': 'de:OIL! Tankstellen', 'name': 'OIL!'}",,168.26895611,False
